star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname
TIC 190974401,"6,716008466","42,83403971","6,717434604","42,83413746",190974401,"3,82168E+17","3,82168E+17",null,2MASS J00265182+4250024,null,null,G 171-59,tic_near,"235,2934862","0,02146030031","21,84024178","0,01387834642",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"14,02",null,Simbad 2001KFNT...17e.409K,2001KFNT...17e.409K,"12,884","0,057",TIC ucac4,2019AJ....158..138S,"12,401","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,395","0,056",TIC,2019AJ....158..138S,"8,678","0,026",TIC,2019AJ....158..138S,"8,48","0,02",TIC,2019AJ....158..138S,"10,775","0,007","11,89667988","0,002938769909",gaia_dr3,2023A&A...674A...1G,"13,08342743","0,005097924479","10,79936981","0,004209146707","24,98793393","0,02399284206",GaiaDR3,2023A&A...674A...1G,"39,98661041","0,03447151184",bj2021,2021AJ....161..147B,0,M1.5,2004AJ....128..463R,1,3561,null,TIC,2019AJ....158..138S,"4,71216574",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-1,201900005","0,02080005407",gspphot [M/H],2023A&A...674A...1G,"-1,392486723","0,1028959035",update_TIC,Calculated Value,"0,5287682088",null,calc_from_L_and_Teff,Calculated Value,"0,5255678426","0,01218620424",Mann2019,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 191143239,"8,273144474","42,00147797","8,2750192","42,00215101",191143239,"3,82248E+17","3,82248E+17",2604,2MASS J00330551+4200050,2792-01939-1,null,Wolf    4,tic_near,"313,4170569","0,01386473887","151,4911094","0,01340209693",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"12,275","0,035",TIC apassdr9,2019AJ....158..138S,"10,94","0,03",TIC hipvmag,2019AJ....158..138S,"10,444","0,02",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,311","0,026",TIC,2019AJ....158..138S,"7,626","0,024",TIC,2019AJ....158..138S,"7,482","0,026",TIC,2019AJ....158..138S,"9,474","0,006","10,31446171","0,002769868516",gaia_dr3,2023A&A...674A...1G,"11,16620922","0,002849482732","9,405750275","0,003787531658","29,30065128","0,01631194167",GaiaDR3,2023A&A...674A...1G,"34,08651733","0,0161781311",bj2021,2021AJ....161..147B,0,M0V,1986AJ.....92..139S,1,"4003,176473",70,update_TIC,Calculated Value,"4,561112265","0,07901031738",calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,3000000119","0,01000000536",gspspec [M/H],2023A&A...674A...1G,"-0,9663392953","0,04495182235",update_TIC_gaia2,Calculated Value,"0,6833977207","0,04268582515",calc_from_L_and_Teff,Calculated Value,"0,62","0,082",TIC,2019AJ....158..138S,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 440169817,"5,913744277","43,64748584","5,914849385","43,64794363",440169817,"3,82627E+17","3,82627E+17",1871,2MASS J00233928+4338509,2795-00483-1,null,HD   1904,tic_near,"179,9437313","0,01155543793","102,8513367","0,009417794645",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"9,417","0,031",TIC tycho2b3,2019AJ....158..138S,"8,68","0,03",TIC hipvmag,2019AJ....158..138S,"8,2",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"7,367","0,024",TIC,2019AJ....158..138S,"7,002","0,018",TIC,2019AJ....158..138S,"6,934","0,02",TIC,2019AJ....158..138S,"8,01","0,006","8,494026184","0,002757444883",gaia_dr3,2023A&A...674A...1G,"8,856742859","0,002799529252","7,958044529","0,003785413488","21,91326617","0,01524369046",GaiaDR3,2023A&A...674A...1G,"45,56718063","0,03240013123",bj2021,2021AJ....161..147B,0,G5,1993yCat.3135....0C,1,"5536,6045",70,update_TIC,Calculated Value,"4,556706197","0,04300614587",calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,1299999952","0,004999998957",gspspec [M/H],2023A&A...674A...1G,"-0,200337095","0,03218883225",update_TIC_gaia2,Calculated Value,"0,8629727744","0,0387161042",calc_from_L_and_Teff,Calculated Value,"0,9786620736","0,04099911451",gaia_dr3_flame,2023A&A...674A...1G,0,"0,4968934953","0,764838241",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 194459612,"4,187759938","41,06916347","4,189042916","41,06931233",194459612,"3,83475E+17","3,83475E+17",1338,2MASS J00164504+4104089,2786-00979-1,null,BD+40    43,tic_near,"217,436515","0,0183047913","33,22220721","0,01389670745",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,578","0,045",TIC tycho2b3,2019AJ....158..138S,"9,522","0,004",TIC tycho2v3,2019AJ....158..138S,"8,9",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"7,723","0,021",TIC,2019AJ....158..138S,"7,282","0,027",TIC,2019AJ....158..138S,"7,137","0,016",TIC,2019AJ....158..138S,"8,592","0,006","9,203706741","0,002770032714",gaia_dr3,2023A&A...674A...1G,"9,70971489","0,002991354862","8,534109116","0,003847127857","23,85888102","0,02586875856",GaiaDR3,2023A&A...674A...1G,"41,86493301","0,04030036926",bj2021,2021AJ....161..147B,0,K3V,2018A&A...612A..96F,1,"4852,261724",70,update_TIC,Calculated Value,"4,530219061","0,04912226837",calculated_from_M_and_R,Calculated Value,null,null,null,null,"0,2800000012","0,04000000656",gspspec [M/H],2023A&A...674A...1G,"-0,5075700966","0,03570801668",update_TIC_gaia2,Calculated Value,"0,788822265","0,03961844393",calc_from_L_and_Teff,Calculated Value,"0,7693248391","0,04000002146",gaia_dr3_flame,2023A&A...674A...1G,0,"12,56944466","1,563374519",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
TIC 194230330,"1,48015841","41,49137039","1,481446587","41,49145637",194230330,"3,84053E+17","3,84053E+17",null,2MASS J00055520+4129289,null,null,LP  192-30,tic_near,"217,1399008","0,01808094978","19,08762395","0,01494994573",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,7",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,"12,813","0,06",TIC cdwrf,2019AJ....158..138S,"12,352","0,04",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,401","0,022",TIC,2019AJ....158..138S,"8,744","0,02",TIC,2019AJ....158..138S,"8,546","0,024",TIC,2019AJ....158..138S,"10,739","0,007","11,82529068","0,002805115111",gaia_dr3,2023A&A...674A...1G,"12,97605801","0,00335377857","10,75488853","0,003926509115","25,04053686","0,02620728686",GaiaDR3,2023A&A...674A...1G,"39,88272476","0,04365348816",bj2021,2021AJ....161..147B,0,null,null,1,3599,null,TIC,2019AJ....158..138S,"4,721113452",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-3,75999999","0,06499993801",gspspec [M/H],2023A&A...674A...1G,"-1,392461168","0,1022636602",update_TIC,Calculated Value,"0,5176764011",null,calc_from_L_and_Teff,Calculated Value,"0,5142360988","0,01175276855",Mann2019,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 440109718,"4,607601891","44,02724756","4,625300681","44,02874452",440109718,"3,85334E+17","3,85334E+17",null,2MASS J00182549+4401376,null,WDS J00184+4401B,V* GQ And,tic_near,"2862,796426","0,02282948419","336,4319037","0,01896944083",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"12,84",null,Simbad,,"11,04",null,Simbad 2009ApJ...704..975J,2009ApJ...704..975J,"10,3",null,Simbad 2005AJ....129.1483L,2005AJ....129.1483L,null,null,null,null,"6,789","0,024",TIC,2019AJ....158..138S,"6,191","0,016",TIC,2019AJ....158..138S,"5,948","0,024",TIC,2019AJ....158..138S,"8,386","0,007","9,686646461","0,002783631905",gaia_dr3,2023A&A...674A...1G,"11,2915163","0,003160153289","8,455489159","0,003813732548","280,694731","0,02783907577",GaiaDR3,2023A&A...674A...1G,"3,561974764","0,0004153251648",bj2021,2021AJ....161..147B,0,M3.5V,2013AJ....145..102L,1,3259,null,TIC,2019AJ....158..138S,"5,072807526",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,3745","0,013",TIC,2019AJ....158..138S,"-2,410954937","0,1108124296",update_TIC,Calculated Value,"0,1954368506",null,calc_from_L_and_Teff,Calculated Value,"0,1647224563","0,003608304502",Mann2019,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,1,1,B,"34,1","-3,05","3,85334E+17","34,3486","-2,4681",0,null
TIC 439946126,"1,295371563","45,78656654","1,300921265","45,78589435",439946126,"3,86655E+17","3,86655E+17",428,2MASS J00051079+4547116,3246-01142-1,WDS J00057+4549F,BD+44  4548,tic_near,"870,7325008","0,01701549813","-151,3924963","0,01309335418",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"11,45",null,Simbad,,"9,95","0,1",TIC cdwrf,2019AJ....158..138S,"9,2",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"6,704","0,021",TIC,2019AJ....158..138S,"6,098","0,024",TIC,2019AJ....158..138S,"5,853","0,018",TIC,2019AJ....158..138S,"8,029","0,007","9,085049629","0,002784579243",gaia_dr3,2023A&A...674A...1G,"10,17521667","0,003091463807","8,04692173","0,003835881954","86,92985295","0,0170429647",GaiaDR3,2023A&A...674A...1G,"11,49955845","0,002452850342",bj2021,2021AJ....161..147B,0,M2Ve,1974ApJS...28....1J,1,3661,null,TIC,2019AJ....158..138S,"4,723786329",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,23",null,Simbad 2021A&A...656A.162M,2021A&A...656A.162M,"-1,366472325","0,1005414847",update_TIC,Calculated Value,"0,5154861779",null,calc_from_L_and_Teff,Calculated Value,"0,5130418002","0,01171072503",Mann2019,Calculated Value,0,null,null,null,null,null,"5,671884","16,754986","3,86655E+17","5,671884","16,754986","3,86655E+17",1,1,F,330,"-1,21","3,86654E+17","326,0146","-0,7843",0,null
TIC 191442042,"10,69925678","43,82356087","10,69910713","43,82333911",191442042,"3,87571E+17","3,87571E+17",null,2MASS J00424780+4349248,null,null,PM J00427+4349,tic_near,"-24,17519387","0,02277480066","-49,61378545","0,01772893593",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,68","0,07",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,18","0,02",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"11,777","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,487","0,026",TIC,2019AJ....158..138S,"7,907","0,02",TIC,2019AJ....158..138S,"7,632","0,018",TIC,2019AJ....158..138S,"9,971","0,007","11,13606262","0,00280776578",gaia_dr3,2023A&A...674A...1G,"12,43300056","0,00348683622","10,0092411","0,003832608938","47,61260324","0,02270850167",GaiaDR3,2023A&A...674A...1G,"20,98996162","0,009860038757",bj2021,2021AJ....161..147B,0,M2.5V,2013AJ....145..102L,1,3472,null,TIC,2019AJ....158..138S,"4,790463809",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"0,1",null,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,"-1,595020469","0,1048520118",update_TIC,Calculated Value,"0,4405375957",null,calc_from_L_and_Teff,Calculated Value,"0,4368799721","0,009824674123",Mann2019,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 191547312,"11,61592699","43,5069377","11,61512152","43,50694314",191547312,"3,87873E+17","3,87873E+17",null,2MASS J00462783+4330249,2809-00661-1,null,BD+42   168,tic_near,"-131,3676765","0,01219385955","1,167200955","0,01098951977",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,06","0,03",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"9,23","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"7,848","0,032",TIC,2019AJ....158..138S,"7,417","0,018",TIC,2019AJ....158..138S,"7,365","0,021",TIC,2019AJ....158..138S,"8,536","0,006","9,045412064","0,002761059553",gaia_dr3,2023A&A...674A...1G,"9,438005447","0,002814215407","8,480735779","0,003787181972","21,27038417","0,01558562182",GaiaDR3,2023A&A...674A...1G,"46,94883728","0,03187179565",bj2021,2021AJ....161..147B,0,K0,,1,"5371,952131",70,update_TIC,Calculated Value,"4,668857079","0,06874693544",calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,3400000036","0,01999999583",gspspec [M/H],2023A&A...674A...1G,"-0,3870832567","0,03276386152",update_TIC_gaia2,Calculated Value,"0,739344333","0,03389753699",calc_from_L_and_Teff,Calculated Value,"0,93","0,12",TIC,2019AJ....158..138S,0,null,null,null,null,null,"8,37433","18,055807","3,87873E+17","8,37433","18,055807","3,87873E+17",0,0,null,null,null,null,null,null,0,null
TIC 440178619,"6,267790822","45,68867441","6,269430093","45,68827289",440178619,"3,88856E+17","3,88856E+17",1978,2MASS J00250421+4541195,3248-01247-1,null,BD+44    85,tic_near,"257,9016167","0,01813074201","-90,35432524","0,0148420753",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,585","0,118",TIC apassdr9,2019AJ....158..138S,"9,61","0,03",TIC hipvmag,2019AJ....158..138S,"8,9",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"7,66","0,024",TIC,2019AJ....158..138S,"7,159","0,021",TIC,2019AJ....158..138S,"7,044","0,018",TIC,2019AJ....158..138S,"8,6","0,006","9,24901104","0,002758784516",gaia_dr3,2023A&A...674A...1G,"9,808341026","0,002810381942","8,542488098","0,003788362818","24,10600315","0,02246986702",GaiaDR3,2023A&A...674A...1G,"41,43913269","0,03530311584",bj2021,2021AJ....161..147B,0,K2,,1,"4677,191896",70,update_TIC,Calculated Value,"4,454230155",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"0,2399999946",0,gspspec [M/H],2023A&A...674A...1G,"-0,5122953441","0,03701829768",update_TIC_gaia2,Calculated Value,"0,8443735018","0,0439749506",calc_from_L_and_Teff,Calculated Value,"0,74",null,TIC,2019AJ....158..138S,0,null,null,null,null,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
TIC 191463346,"11,08825594","45,92021539","11,08796934","45,92034381",191463346,"3,8966E+17","3,8966E+17",null,2MASS J00442119+4555126,3249-01103-1,null,BD+45   188,tic_near,"-44,97977599","0,01394043304","28,8690665","0,01450944785",GaiaDR3,2023A&A...674A...1G,"10,392","0,0006",Simbad 2013AJ....146..131L,2013AJ....146..131L,"9,817","0,0016",Simbad 2013AJ....146..131L,2013AJ....146..131L,"8,951","0,0017",Simbad 2013AJ....146..131L,2013AJ....146..131L,"8,475","0,0014",Simbad 2013AJ....146..131L,2013AJ....146..131L,"8,057","0,0009",Simbad 2013AJ....146..131L,2013AJ....146..131L,"7,439","0,021",TIC,2019AJ....158..138S,"7,027","0,015",TIC,2019AJ....158..138S,"6,941","0,021",TIC,2019AJ....158..138S,"8,182","0,006","8,728260994","0,002763635417",gaia_dr3,2023A&A...674A...1G,"9,161959648","0,002856082723","8,128856659","0,003808361676","24,32964612","0,01496974286",GaiaDR3,2023A&A...674A...1G,"41,05060196","0,02398300171",bj2021,2021AJ....161..147B,0,K2,,1,"5176,481426",70,update_TIC,Calculated Value,"4,532887666","0,04608186479",calculated_from_M_and_R,Calculated Value,null,null,null,null,"0,0700000003","0,009999999776",gspspec [M/H],2023A&A...674A...1G,"-0,3644250553","0,03366756993",update_TIC_gaia2,Calculated Value,"0,8172798604","0,03862791712",calc_from_L_and_Teff,Calculated Value,"0,8309246302","0,0400505662",gaia_dr3_flame,2023A&A...674A...1G,0,"9,177386284","1,773720741",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
TIC 440065990,"3,912660745","47,5894371","3,912143839","47,58934198",440065990,"3,9235E+17","3,9235E+17",null,2MASS J00153905+4735220,3251-01875-1,null,PM J00156+4735,tic_near,"-78,67339883","0,03457359597","-21,61623647","0,02614363469",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"12,46","0,22",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"10,97","0,07",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"10,64","0,01",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"7,336","0,037",TIC,2019AJ....158..138S,"6,709","0,024",TIC,2019AJ....158..138S,"6,467","0,017",TIC,2019AJ....158..138S,"8,807","0,007","9,992614746","0,002820788542",gaia_dr3,2023A&A...674A...1G,"11,32410908","0,003035180409","8,85196209","0,00381664135","86,99250932","0,03648034483",GaiaDR3,2023A&A...674A...1G,"11,48989105","0,004685401917",bj2021,2021AJ....161..147B,0,null,null,1,3445,null,TIC,2019AJ....158..138S,"4,808464347",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,400000006","0,03499999642",gspspec [M/H],2023A&A...674A...1G,"-1,650208945","0,1053279458",update_TIC,Calculated Value,"0,4199230556",null,calc_from_L_and_Teff,Calculated Value,"0,4137482397","0,009318151035",Mann2019,Calculated Value,0,null,null,null,null,null,"7,409535","20,381908","3,9235E+17","7,409535","20,381908","3,9235E+17",0,0,null,null,null,null,null,null,0,null
TIC 439967669,"2,026766638","47,95065856","2,025945508","47,95067855",439967669,"3,93156E+17","3,93156E+17",null,2MASS J00080642+4757025,null,null,PM J00081+4757,tic_near,"-124,0556512","0,02769896388","4,361689228","0,02226465009",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"14,39",null,Simbad,,"12,779","0,03",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,391","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,523","0,034",TIC,2019AJ....158..138S,8,"0,047",TIC,2019AJ....158..138S,"7,677","0,021",TIC,2019AJ....158..138S,"10,134","0,007","11,42324257","0,002848309013",gaia_dr3,2023A&A...674A...1G,"12,98909378","0,003823490746","10,19982052","0,003969414679","53,62318379","0,03065866977",GaiaDR3,2023A&A...674A...1G,"18,64184189","0,01002693176",bj2021,2021AJ....161..147B,0,M3.5+M3.5,2010ApJ...716.1522S,1,3282,null,TIC,2019AJ....158..138S,"4,82904243",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,8195000291","0,00284999609",gspphot [M/H],2023A&A...674A...1G,"-1,782430588","0,1097690009",update_TIC,Calculated Value,"0,3973380876",null,calc_from_L_and_Teff,Calculated Value,"0,3884142878","0,008739186389",Mann2019,Calculated Value,0,null,null,null,null,null,"4,706162","20,128641","3,93156E+17","4,706162","20,128641","3,93156E+17",0,1,null,null,null,null,null,null,0,null
TIC 202327848,"5,491076405","49,21051052","5,492496652","49,21035479",202327848,"3,94178E+17","3,94178E+17",null,2MASS J00215781+4912379,null,WDS J00220+4913AB,LP  149-56,tic_near,"208,7534986","0,02508739196","-35,0799333","0,02285963297",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"14,37","0,09",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,85","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,58","0,08",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,139","0,026",TIC,2019AJ....158..138S,"8,454","0,024",TIC,2019AJ....158..138S,"8,205","0,024",TIC,2019AJ....158..138S,"10,681","0,008","11,86275101","0,00283239414",gaia_dr3,2023A&A...674A...1G,"13,17605782","0,0033652403","10,71203995","0,003950538557","33,87120075","0,02574559674",GaiaDR3,2023A&A...674A...1G,"29,50892258","0,02188301086",bj2021,2021AJ....161..147B,0,M2.4V,2009ApJ...699..649S,1,3451,null,TIC,2019AJ....158..138S,"4,767074198",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,15",null,Simbad 2020A&A...637A..43K,2020A&A...637A..43K,"-1,556115659","0,105623107",update_TIC,Calculated Value,"0,466342393",null,calc_from_L_and_Teff,Calculated Value,"0,4638914463","0,01039348378",Mann2019,Calculated Value,0,null,null,null,null,null,"2,27577","14,365476","3,94178E+17","2,27577","14,365476","3,94178E+17",1,1,AB,"2,3","2,5","3,94178E+17","2,2758","2,5027",0,null
TIC 201698544,"1,830761403","52,69208347","1,833121781","52,69186645",201698544,"3,95894E+17","3,95894E+17",null,2MASS J00071933+5241316,null,null,G 217-31,tic_near,"321,8075154","0,01269448455","-48,96704972","0,01245013997",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"14,2",null,Simbad 2001KFNT...17e.409K,2001KFNT...17e.409K,"12,647","0,066",TIC cdwrf,2019AJ....158..138S,"11,1",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"9,736","0,03",TIC,2019AJ....158..138S,"9,157","0,033",TIC,2019AJ....158..138S,"8,94","0,024",TIC,2019AJ....158..138S,"10,968","0,007","11,95984364","0,002761474947",gaia_dr3,2023A&A...674A...1G,"12,93869019","0,00362438463","10,96433449","0,003843588157","25,90141192","0,01604256406",GaiaDR3,2023A&A...674A...1G,"38,58361053","0,02135467529",bj2021,2021AJ....161..147B,0,null,null,1,3797,null,TIC,2019AJ....158..138S,"4,787801464",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,5299999714","0,1499999911",gspspec [M/H],2023A&A...674A...1G,"-1,434675094","0,09834087198",update_TIC,Calculated Value,"0,4430307832",null,calc_from_L_and_Teff,Calculated Value,"0,4391386314","0,009872663362",Mann2019,Calculated Value,0,null,null,null,null,null,"4,09251","14,889077","3,95894E+17","2,209723","15,303681","3,95894E+17",1,0,null,null,null,"3,95894E+17","4,0925","2,9292",0,null
TIC 201694126,"1,675743612","52,5863782","1,675518889","52,58642475",201694126,"3,96074E+17","3,96074E+17",null,2MASS J00064215+5235113,3652-00236-1,null,TYC 3652-236-1,tic_near,"-30,59","2,172","11,639","1,91",TIC gaia2,2019AJ....158..138S,null,null,null,null,"11,89","0,09",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"11,19","0,06",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"9,901","0,023",TIC,2019AJ....158..138S,"9,627","0,022",TIC,2019AJ....158..138S,"9,566","0,018",TIC,2019AJ....158..138S,"10,538","0,006","11,43030262","0,003505164717",gaia_dr3,2023A&A...674A...1G,"11,30062962","0,002875864006","10,46055317","0,003810636626","21,801","1,5139",TIC gaia2,2019AJ....158..138S,"46,2443","3,3468",TIC bj2018,2019AJ....158..138S,0,null,null,0,"5714,248243",70,using_TIC_relation,Calculated Value,"5,797079326","0,1583644878",calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"-1,368358807","0,1481824821",calc_from_gaia,Calculated Value,"0,2111324729","0,03638903002",calc_from_L_and_Teff,Calculated Value,"1,018877021","0,1211889303",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"0,204145","11,908037","3,96074E+17","0,204145","11,908037","3,96074E+17",0,0,null,null,null,null,null,null,0,null
TIC 196889530,"19,586779","44,27143306","19,58529087","44,27243675",196889530,"3,97528E+17","3,97528E+17",6102,2MASS J01182085+4416169,2812-01385-1,null,HD   7799,tic_near,"-239,8096549","0,01853982545","225,8620061","0,01856623217",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"11,077","0,101",TIC apassdr9,2019AJ....158..138S,"9,95","0,03",TIC hipvmag,2019AJ....158..138S,"9,4",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"8,053","0,019",TIC,2019AJ....158..138S,"7,532","0,021",TIC,2019AJ....158..138S,"7,434","0,021",TIC,2019AJ....158..138S,"8,99","0,006","9,62683773","0,00276594816",gaia_dr3,2023A&A...674A...1G,"10,17100906","0,002835930266","8,930386543","0,003784506427","25,55179973","0,02286834829",GaiaDR3,2023A&A...674A...1G,"39,08933258","0,03080558777",bj2021,2021AJ....161..147B,0,K3,1985ApJS...59..197B,1,"4594,2","103,4",TIC,2019AJ....158..138S,"4,614792424","0,04871269934",calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,346","0,024",TIC,2019AJ....158..138S,"-0,6994213794","0,0174416126",update_TIC,Calculated Value,"0,7055408439","0,03477548888",calc_from_L_and_Teff,Calculated Value,"0,7477718592","0,04001346231",gaia_dr3_flame,2023A&A...674A...1G,0,"2,664348125","2,414058685",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
