hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_rvflag,st_lbtiflag,st_probeflag,st_k2flag,st_k2campaign,st_ppnum,wds_designation,wds_sep,wds_deltamag,ra,raerr,rastr,dec,decerr,decstr,st_glon,st_glonerr,st_glat,st_glaterr,st_fracplxunc,st_dist,st_disterr1,st_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_vmag,st_vmagerr,st_vmagsrc,st_kmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_vmk,st_vmkerr,st_vmksrc,st_spttype,st_lumclass,st_spttag,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_lbol,st_lbolerr,st_lbolsrc,st_teff,st_tefferr,st_teffsrc,st_logg,st_loggerr,st_loggsrc,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_age,st_ageerr,st_agesrc,st_actclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,star_name
HIP 32439,HD 46588,GJ 240.1,2MASS J06461411+7933542,1,0,0,0,0,0,0,0,,0,06462+7934,,,101.56029,,06h46m14.47s,79.566278,,+79d33m58.6s,134.594565,,26.409981,,0,17.87,,,-99,,-603.6,,5.43,0.02,VT,2MASS,0.51,0.02,BVT-Red,1.29,0.04,,F8V,MAINSEQ,F,4.17,0.03,,0,1.87,0.05,V-K,6197,,Gray,4.3,,Gray,,,,,1.18,,Turnbull,1.17,,Turnbull,,,,I,1.37,,76.42,,0,,30.95,,1,0,1,0,0,2,1,4.512,0.212,0,4.262,0.146,0,4.141,0.034,0,,,,,,,,,,,,,HIP 32439
HIP 32919,HD 49601,GJ 249,2MASS J06513242+4722050,1,0,0,0,0,0,0,0,,0,,,,102.885854,,06h51m32.60s,47.369503,,+47d22m10.2s,168.904612,,19.61894,,0.02,18.56,0.38,-0.36,-247.1,,-692.8,,8.98,0.05,VT,2MASS,1.23,0,G,3.08,0.05,,K2,MAINSEQ,K,7.64,0.09,,0,0.15,0.1,V-K,4286,,V-K,,,,,,,,0.71,,Turnbull,0.62,,Turnbull,,,,A,0.39,,20.97,,0,,31.77,,1,0,1,0,0,2,1,6.651,0.021,0,6.048,0.024,0,5.897,0.017,0,,,,,,,,,,,,,HIP 32919
HIP 33428,HD 266611,GJ 254,2MASS J06570468+3045235,1,0,0,0,0,0,0,0,,0,,,,104.269297,,06h57m04.63s,30.757035,,+30d45m25.3s,185.521909,,14.596348,,0.03,18.36,0.57,-0.53,82.4,,-224.6,,9.68,0,G,2MASS,1.36,0.01,G,3.4,0.02,,M0,MAINSEQ,M,8.36,0.08,,0,0.09,0.08,V-K,4068,,V-K,,,,,,,,0.61,,Turnbull,0.54,,Turnbull,,,,,0.3,,16.56,,0,,31.94,,1,0,1,0,0,2,0,7.097,0.018,0,6.437,0.022,0,6.28,0.021,0,,,,,,,,,,,,,HIP 33428
HIP 33690,HD 53143,GJ 260,2MASS J06595966-6120106,1,0,0,0,0,0,0,0,,0,,,,104.999383,,06h59m59.85s,-61.336825,,-61d20m12.6s,271.655811,,-22.591803,,0.01,18.33,0.19,-0.18,-161.2,,264.5,,6.8,0.01,Koen,2MASS,0.81,0.01,Koen,1.81,0.02,,K1V,MAINSEQ,K,5.49,0.03,,0,0.62,0.04,V-K,5326,,Gray,4.4,,Gray,,,,,0.93,,Turnbull,0.89,,Turnbull,,,,A,0.79,,43.03,,0,,31.13,,1,0,1,0,0,2,0,5.459,0.018,0,5.097,0.04,0,4.987,0.016,0,,,,,,,,,,,,,HIP 33690
HIP 33955,HD 52919,GJ 1094,2MASS J07024293-0647571,1,0,0,0,0,0,0,0,,0,,,,105.679315,,07h02m43.04s,-6.798464,,-06d47m54.5s,220.264977,,-0.601703,,0.02,18.44,0.38,-0.36,-200.8,,-313.4,,8.38,0.01,G,2MASS,1.08,0.01,G,2.63,0.02,,K4V,MAINSEQ,K,7.05,0.04,,0,0.2,0.05,V-K,4636,,V-K,,,,,,,,0.69,,Turnbull,0.66,,Turnbull,,,,A,0.45,,24.33,,0,,31.48,,1,0,1,0,0,2,2,6.446,0.024,0,5.867,0.022,0,5.755,0.017,0,,,,,,,,,,,,,HIP 33955
HIP 34017,HD 52711,GJ 262,2MASS J07033043+2920150,1,0,0,0,0,0,0,0,,0,,,,105.876477,,07h03m30.35s,29.339093,,+29d20m20.7s,187.435567,,15.322806,,0.01,19.13,0.19,-0.19,155.7,,-828,,5.94,0.02,VT,1988A&AS...74..127S,0.6,0.01,G,1.41,0.05,,G4V,MAINSEQ,G,4.53,0.04,,0,1.37,0.06,V-K,5889,,2005ApJS..159..141V,4.4,,2007ApJS..168..297T,-0.1,,,[Fe/H],1.1,,2007ApJS..168..297T,1.03,,2007ApJS..168..297T,5.16,,2007ApJS..168..297T,I,1.17,,61.11,,0,,31.12,,1,0,1,0,0,2,6,4.885,0.268,0,4.612,0.242,0,4.539,0.074,0,,,,,,,,,,,,,HIP 34017
HIP 34392,,GJ 3425,2MASS J07075044+6712046,1,0,0,0,0,0,0,0,,0,,,,106.961957,,07h07m50.87s,67.201417,,+67d12m05.1s,148.500762,,26.425393,,0.04,17.61,0.73,-0.68,-290,,-43.6,,11.17,0.01,G,2MASS,1.5,0.02,G,4.14,0.03,,M2,MAINSEQ,M,9.94,0.09,,0,0.04,0.13,V-K,3643,,V-K,,,,,,,,0.48,,Turnbull,0.43,,Turnbull,,,,,0.19,,10.85,,0,,32.42,,1,0,1,0,0,2,0,7.872,0.024,0,7.267,0.038,0,7.032,0.027,0,,,,,,,,,,,,,HIP 34392
HIP 34890,HD 56533,GJ 268.2,2MASS J07130711-6320418,1,0,0,0,0,0,0,0,,0,,,,108.280982,,07h13m07.44s,-63.346348,,-63d20m46.9s,274.203166,,-21.703593,,0.02,19.48,0.4,-0.38,-266.2,,577.2,,9.08,0.01,Koen,2MASS,1.27,0.01,Koen,3.09,0.02,,K5V,MAINSEQ,K,7.63,0.05,,0,0.15,0.06,V-K,4279,,V-K,,,,,,,,0.71,,Turnbull,0.62,,Turnbull,,,,A,0.39,,20.04,,0,,31.88,,1,0,1,0,0,2,0,6.748,0.019,0,6.15,0.033,0,5.99,0.022,0,,,,,,,,,,,,,HIP 34890
HIP 35495,,GJ 270,2MASS J07193126+3249482,1,0,0,0,0,0,0,0,,0,,,,109.879108,,07h19m30.99s,32.830931,,+32d49m51.4s,185.348102,,19.792247,,0.04,19.39,0.81,-0.75,433.2,,-345.2,,10.05,0.14,VT,2MASS,1.42,0.01,G,3.67,0.14,,M2:,MAINSEQ,M,8.61,0.23,,0,0.09,0.27,V-K,3898,,V-K,,,,,,,,0.65,,Turnbull,0.54,,Turnbull,,,,,0.3,,15.38,,0,,32.27,,1,0,1,0,0,2,0,7.184,0.02,0,6.541,0.034,0,6.376,0.02,0,,,,,,,,,,,,,HIP 35495
HIP 36215,,GJ 3441,2MASS J07272865+2202383,1,0,0,0,0,0,0,0,,0,,,,111.869902,,07h27m28.78s,22.044221,,+22d02m39.2s,196.623829,,17.477851,,0.06,19.35,1.24,-1.1,-264,,-143.7,,11.2,0.01,Koen,2MASS,1.51,0.01,Koen,4.3,0.04,,M2,MAINSEQ,M,9.76,0.14,,0,0.05,0.17,V-K,3561,,V-K,,,,,,,,0.57,,Turnbull,0.45,,Turnbull,,,,,0.22,,11.13,,0,,32.71,,1,0,1,0,0,2,0,7.818,0.021,0,7.174,0.021,0,6.946,0.033,0,,,,,,,,,,,,,HIP 36215
HIP 36357,,GJ 273.1,2MASS J07290175+3159378,1,0,0,0,0,0,0,0,,0,,,,112.256918,,07h29m01.66s,31.993415,,+31d59m36.3s,186.91587,,21.397592,,0.02,17.66,0.36,-0.35,160.4,,174.7,,7.73,0.01,G,2MASS,0.92,0.02,G,2.23,0.02,,K2V,MAINSEQ,K,6.5,0.05,,0,0.28,0.05,V-K,4855,,Gray,4.62,,Gray,,,,,0.74,,Turnbull,0.72,,Turnbull,,,,A,0.53,,29.86,,0,,31.18,,1,0,1,0,0,2,0,6.043,0.023,0,5.665,0.042,0,5.5,0.018,0,,,,,,,,,,,,,HIP 36357
HIP 36704,HD 59747,,2MASS J07330059+3701475,1,0,0,0,0,0,0,0,,0,,,,113.25257,,07h33m00.62s,37.029823,,+37d01m47.4s,182.012562,,23.752255,,0.02,19.76,0.4,-0.39,-50.1,,8.5,,7.7,0.03,VT,2MASS,0.88,0.03,BVT-Red,2.11,0.03,,G5,MAINSEQ,G,6.22,0.07,,0,0.34,0.07,V-K,5177,,2005ApJS..159..141V,4.61,,2007ApJS..168..297T,0.06,,,[Fe/H],0.78,,2007ApJS..168..297T,0.85,,2007ApJS..168..297T,6.2,,2005ApJS..159..141V,A,0.59,,29.65,,0,,31.38,,1,0,1,0,0,2,0,6.09,0.024,0,5.662,0.021,0,5.589,0.022,0,,,,,,,,,,,,,HIP 36704
HIP 38594,,,2MASS J07541090-2518116,1,0,0,0,0,0,0,0,,0,07542-2518,,,118.546153,,07h54m11.08s,-25.303662,,-25d18m13.2s,242.402745,,1.297939,,0.03,19.41,0.6,-0.57,-299.8,,200.3,,9.72,0.01,Koen,2MASS,1.39,0.01,Koen,3.58,0.02,,M,MAINSEQ,M,8.27,0.07,,0,0.11,0.08,V-K,3954,,V-K,,,,,,,,0.71,,Turnbull,0.57,,Turnbull,,,,,0.33,,17.07,,0,,32.16,,1,0,1,0,0,2,0,7.021,0.02,0,6.372,0.044,0,6.169,0.021,0,,,,,,,,,,,,,HIP 38594
HIP 38910,,GJ 1106,2MASS J07574847-3357082,1,0,0,0,0,0,0,0,,0,,,,119.451663,,07h57m48.40s,-33.952926,,-33d57m10.5s,250.20832,,-2.513813,,0.03,18.5,0.57,-0.54,136.6,,304.6,,8.82,0.01,Koen,2MASS,1.16,0.01,Koen,2.96,0.04,,K5V,MAINSEQ,K,7.49,0.08,,0,0.16,0.09,V-K,4374,,V-K,,,,,,,,0.69,,Turnbull,0.62,,Turnbull,,,,A,0.4,,21.49,,0,,31.66,,1,0,1,0,0,2,0,6.626,0.024,0,6.045,0.044,0,5.909,0.02,0,,,,,,,,,,,,,HIP 38910
HIP 38939,HD 65486,GJ 293.2,2MASS J07580434-2537356,1,0,0,0,0,0,0,0,,0,,,,119.517233,,07h58m04.14s,-25.626031,,-25d37m33.7s,243.133247,,1.880492,,0.02,18.51,0.38,-0.36,362.8,,-245.9,,8.42,0,G,2MASS,1.04,0,G,2.59,0.02,,K3V,MAINSEQ,K,7.08,0.05,,0,0.19,0.05,V-K,4668,,V-K,,,,,,,,0.67,,Turnbull,0.66,,Turnbull,,,,A,0.44,,23.69,,0,,31.47,,1,0,1,0,0,2,4,6.506,0.02,0,5.944,0.02,0,5.833,0.017,0,,,,,,,,,,,,,HIP 38939
HIP 39342,HD 67199,GJ 3476,2MASS J08023117-6601153,1,0,0,0,0,0,0,0,,0,,,,120.630893,,08h02m31.41s,-66.020622,,-66d01m14.2s,278.943912,,-17.832113,,0.01,17.31,0.17,-0.17,-157.3,,-130.5,,7.18,0,G,2MASS,0.87,0,G,2.07,0.02,,K1V,MAINSEQ,K,5.99,0.02,,0,0.42,0.02,V-K,5135,,2005ApJS..159..141V,4.56,,2007ApJS..168..297T,0.03,,,[Fe/H],0.8,,2007ApJS..168..297T,0.82,,2007ApJS..168..297T,10,,2007ApJS..168..297T,I,0.65,,37.41,,0,,31.08,,1,0,1,0,0,2,1,5.647,0.019,0,5.234,0.033,0,5.115,0.018,0,4.937,0.22,0,4.883,0.08,0,5.108,0.015,0,5.051,0.024,0,HIP 39342
HIP 39903,HD 68456,GJ 297.1,2MASS J08090068-6118088,1,1,0,0,0,0,1,0,,0,08090-6118,,,122.253577,,08h09m00.86s,-61.301706,,-61d18m06.1s,274.973661,,-14.954678,,0.05,19.98,1.05,-0.95,-155,,-297.7,,4.74,0.02,VT,,0.44,0.01,G,,,,F5V,MAINSEQ,F,3.24,0.13,,0,4.29,0.17,B-V,6467,,Gray,3.97,,Gray,,,,,1.65,,Turnbull,1.45,,Turnbull,,,,A,2.07,,103.64,,0,,31.17,,1,0,1,0,0,2,0,3.909,0.304,0,3.621,0.23,0,3.675,0.292,0,,,,,,,,,,,,,HIP 39903
HIP 40375,HD 68834,GJ 3488,2MASS J08143597+1301220,1,0,0,0,0,0,0,0,,0,,,,123.650693,,08h14m36.17s,13.022589,,+13d01m21.3s,210.238454,,24.238689,,0.02,18.84,0.38,-0.37,-423,,97,,8.78,0.04,VT,2MASS,1.19,0,G,2.89,0.05,,K5,MAINSEQ,K,7.4,0.09,,0,0.17,0.1,V-K,4429,,V-K,,,,,,,,0.7,,Turnbull,0.64,,Turnbull,,,,A,0.41,,21.99,,0,,31.71,,1,0,1,0,0,2,1,6.62,0.024,0,6.04,0.018,0,5.891,0.02,0,,,,,,,,,,,,,HIP 40375
HIP 40702,HD 71243,GJ 305,2MASS J08183157-7655108,1,1,0,0,0,0,1,0,,0,,,,124.630279,,08h18m31.27s,-76.919983,,-76d55m11.9s,289.860161,,-21.681552,,0,19.56,,,109.8,,106.9,,4.05,0.02,VT,,0.4,0.02,BVT-G-Blue,,,,F5V,MAINSEQ,F,2.59,0.02,,0,7.74,0.1,B-V,6625,,Gray,3.96,,Gray,,,,,2.11,,Turnbull,1.69,,Turnbull,,,,A,2.78,,142.18,,0,,31.11,,1,0,1,0,0,2,1,3.415,0.282,0,3.147,0.216,0,3.15,0.3,0,,,,,,,,,,,,,HIP 40702
HIP 40843,HD 69897,GJ 303,2MASS J08200385+2713038,1,0,0,0,1,0,0,0,,0,,,,125.016135,,08h20m03.87s,27.218621,,+27d13m07.0s,195.783113,,30.467214,,0.01,18.27,0.18,-0.18,-18.4,,-376.3,,5.13,0.02,VT,1991ApJ...368..264A,0.47,0.02,BVT-Blue,1.21,0.05,,F6V,MAINSEQ,F,3.82,0.03,,0,2.56,0.06,V-K,6294,,2005ApJS..159..141V,4.29,,2007ApJS..168..297T,-0.23,,,[Fe/H],1.32,,2007ApJS..168..297T,1.16,,2007ApJS..168..297T,3.32,,2007ApJS..168..297T,I,1.6,,87.53,,0,,30.99,,1,0,1,0,0,2,1,4.127,0.222,0,3.942,0.192,0,3.868,0.246,0,,,,,,,,,,,,,HIP 40843
HIP 41689,,GJ 308.1,2MASS J08295624+6143333,1,0,0,0,0,0,0,0,,0,,,,127.481976,,08h29m55.67s,61.727499,,+61d43m39.0s,154.756029,,35.255581,,0.04,19.74,0.82,-0.76,530.6,,-716.9,,10.29,0.11,VT,2MASS,1.35,0.03,G,3.5,0.11,,M0,MAINSEQ,M,8.81,0.19,,0,0.07,0.22,V-K,4002,,V-K,,,,,,,,0.53,,Turnbull,0.5,,Turnbull,,,,,0.26,,12.98,,0,,32.17,,1,0,1,0,0,2,1,7.607,0.03,0,6.959,0.018,0,6.781,0.017,0,,,,,,,,,,,,,HIP 41689
HIP 42267,,GJ 3508,2MASS J08370799+1507475,1,0,0,0,0,0,0,0,,0,,,,129.28348,,08h37m08.04s,15.131487,,+15d07m53.4s,210.518516,,30.089438,,0.07,18.96,1.43,-1.24,-119,,-892.8,,11.75,0.01,Koen,2MASS,1.49,0.01,Koen,4.48,0.02,,K:,,,10.36,0.17,,0,0.03,0.19,V-K,3481,,V-K,,,,,,,,0.48,,Turnbull,0.41,,Turnbull,,,,,0.18,,9.25,,0,,32.81,,1,0,1,0,0,2,0,8.122,0.025,0,7.574,0.049,0,7.321,0.017,0,,,,,,,,,,,,,HIP 42267
HIP 43510,,GJ 1114,2MASS J08514386+1807299,1,0,0,0,0,0,0,0,,0,,,,132.934769,,08h51m44.34s,18.125105,,+18d07m30.4s,208.780369,,34.452977,,0.07,18.34,1.38,-1.2,-897.6,,-55.2,,11.54,0,G,2MASS,1.48,0,G,4.02,0.03,,,MAINSEQ,M,10.22,0.15,,0,0.03,0.17,V-K,3707,,V-K,,,,,,,,0.39,,Turnbull,0.39,,Turnbull,,,,,0.16,,8.76,,0,,32.41,,1,0,1,0,0,2,0,8.281,0.029,0,7.723,0.02,0,7.525,0.027,0,,,,,,,,,,,,,HIP 43510
HIP 43726,HD 76151,GJ 327,2MASS J08541798-0526040,1,0,0,0,0,0,0,0,,0,,,,133.57579,,08h54m18.19s,-5.434533,,-05d26m04.3s,233.206492,,24.165074,,0.01,17.39,0.18,-0.17,-413.1,,30.4,,5.99,0.02,VT,2MASS,0.66,0.01,G,1.54,0.03,,G3/5V,MAINSEQ,G,4.79,0.03,,0,1.09,0.04,V-K,5790,,2005ApJS..159..141V,4.49,,2007ApJS..168..297T,0.11,,,[Fe/H],1,,2007ApJS..168..297T,1.06,,2007ApJS..168..297T,1.32,,2007ApJS..168..297T,I,1.04,,60.07,,0,,30.93,,1,0,1,0,0,3,1,4.871,0.037,0,4.625,0.276,0,4.456,0.022,0,,,,,,,,,,,,,HIP 43726
HIP 43790,,GJ 328,2MASS J08550761+0132472,1,0,1,0,1,0,1,0,,1,,,,133.781648,,08h55m07.60s,1.549046,,+01d32m56.6s,226.702874,,28.001929,,0.04,19.79,0.82,-0.76,45.8,,-1044.3,,9.99,0,G,2MASS,1.37,0.01,G,3.64,0.03,,M1,MAINSEQ,M,8.51,0.09,,0,0.1,0.09,V-K,3920,,V-K,,,,,,,,0.67,,Turnbull,0.55,,Turnbull,,,,,0.31,,15.6,,0,,32.28,,2,0,1,1,0,2,0,7.191,0.027,0,6.523,0.018,0,6.352,0.026,0,6.301,0.081,0,6.185,0.026,0,6.271,0.015,0,6.213,0.053,0,GJ 328
HIP 44376,,GJ 3528,2MASS J09021988+0828064,1,0,0,0,0,0,0,0,,0,,,,135.58133,,09h02m19.52s,8.468979,,+08d28m08.3s,220.646771,,32.888272,,0.07,19.51,1.47,-1.28,616.2,,-201.5,,11.73,0.01,Koen,2MASS,1.46,0.01,Koen,4.43,0.02,,K:,MAINSEQ,K,10.28,0.18,,0,0.03,0.2,V-K,3503,,V-K,,,,,,,,0.49,,Turnbull,0.42,,Turnbull,,,,,0.18,,9.32,,0,,32.87,,1,0,1,0,0,2,0,8.145,0.025,0,7.528,0.045,0,7.31,0.02,0,,,,,,,,,,,,,HIP 44376
HIP 44897,HD 78366,GJ 334.2,2MASS J09085105+3352556,1,0,0,0,0,0,0,0,,0,,,,137.213353,,09h08m51.20s,33.882497,,+33d52m57.0s,190.528121,,42.15545,,0.01,19.19,0.19,-0.19,-191.1,,-115.4,,5.93,0.02,VT,2MASS,0.59,0.01,G,1.39,0.03,,F9V,MAINSEQ,F,4.52,0.03,,0,1.38,0.04,V-K,6014,,2005ApJS..159..141V,4.46,,2007ApJS..168..297T,0.08,,,[Fe/H],1.06,,2007ApJS..168..297T,1.13,,2007ApJS..168..297T,2.5,,2005ApJS..159..141V,A,1.17,,61.14,,0,,31.12,,1,0,1,0,0,2,1,4.844,0.037,0,4.601,0.027,0,4.545,0.02,0,,,,,,,,,,,,,HIP 44897
HIP 45333,HD 79028,GJ 337.1,2MASS J09142054+6125239,1,0,0,0,0,0,0,0,,0,,,,138.58563,,09h14m20.55s,61.423395,,+61d25m24.2s,153.624039,,40.467292,,0.01,19.57,0.2,-0.19,-8.7,,-31.8,,5.19,0.02,VT,1991ApJ...368..264A,0.59,0.02,BVT-Red,1.48,0.05,,F9V,MAINSEQ,F,3.73,0.03,,0,2.87,0.06,V-K,5871,,Gray,3.98,,Gray,,,,,1.64,,Turnbull,1.31,,Turnbull,,,,I,1.7,,86.63,,0,,31.18,,1,0,1,0,0,2,0,4.231,0.246,0,3.914,0.242,0,3.782,0.346,0,,,,,,,,,,,,,HIP 45333
HIP 46816,HD 82558,GJ 355,2MASS J09322559-1111048,1,0,0,0,0,0,0,0,,0,,,,143.107149,,09h32m25.72s,-11.18472,,-11d11m05.0s,244.587674,,28.40141,,0.02,18.62,0.38,-0.37,-248.2,,35.1,,7.83,0.01,Koen,2MASS,0.94,0.01,Koen,2.37,0.02,,K1Vp,MAINSEQ,K,6.47,0.05,,0,0.3,0.05,V-K,5062,,2005ApJS..159..141V,4.63,,2007ApJS..168..297T,0.33,,,[Fe/H],0.71,,2007ApJS..168..297T,0.75,,2007ApJS..168..297T,3.2,,2005ApJS..159..141V,,0.55,,29.56,,0,,31.37,,1,0,1,0,0,2,0,6.075,0.021,0,5.596,0.036,0,5.449,0.018,0,,,,,,,,,,,,,HIP 46816
HIP 47690,HD 84035,GJ 365,2MASS J09432563+4241309,1,0,0,0,0,0,0,0,,0,,,,145.856799,,09h43m25.63s,42.693568,,+42d41m36.8s,178.037993,,49.050565,,0.02,18.22,0.37,-0.36,34.4,,-826.4,,8.14,0.02,VT,2MASS,1.13,0.01,G,2.65,0.03,,K5V,MAINSEQ,K,6.83,0.06,,0,0.25,0.06,V-K,4614,,V-K,,,,,,,,0.78,,Turnbull,0.7,,Turnbull,,,,I,0.5,,27.36,,0,,31.47,,1,0,1,0,0,2,3,6.093,0.02,0,5.589,0.016,0,5.484,0.016,0,,,,,,,,,,,,,HIP 47690
HIP 48113,HD 84737,GJ 368,2MASS J09483533+4601155,1,0,0,0,1,0,0,0,,0,,,,147.146603,,09h48m35.18s,46.021233,,+46d01m16.4s,172.780541,,49.433093,,0.01,18.37,0.19,-0.18,222.1,,-92.6,,5.07,0.02,VT,1965CoLPL...3...73J,0.62,0.01,G,1.35,0.05,,G2V,MAINSEQ,G,3.75,0.03,,0,2.78,0.06,V-K,5960,,2005ApJS..159..141V,4.19,,2007ApJS..168..297T,0.17,,,[Fe/H],1.52,,2007ApJS..168..297T,1.15,,2007ApJS..168..297T,4.08,,2007ApJS..168..297T,VI,1.67,,90.71,,0,,31.02,,1,0,1,0,0,3,3,3.961,0.318,0,3.725,0.262,0,3.609,0.017,0,,,,,,,,,,,,,HIP 48113
HIP 49699,HD 87883,,2MASS J10084315+3414322,1,1,1,0,1,0,1,0,,1,,,,152.179937,,10h08m43.18s,34.242406,,+34d14m32.7s,191.186355,,54.540662,,0.01,18.2,0.18,-0.18,-64.5,,-60.3,,7.55,0.02,VT,2MASS,0.99,0.02,BVT-Red,2.24,0.03,,K0,MAINSEQ,K,6.25,0.04,,0,0.35,0.05,V-K,4958,,2005ApJS..159..141V,4.56,,2007ApJS..168..297T,0.07,,,[Fe/H],0.78,,2007ApJS..168..297T,0.8,,2007ApJS..168..297T,9.84,,2007ApJS..168..297T,I,0.59,,32.47,,0,,31.25,,3,0,1,2,0,2,3,5.839,0.02,0,5.441,0.045,0,5.314,0.02,0,5.363,0.149,0,5.151,0.071,0,5.307,0.015,0,5.262,0.034,0,HD 87883
HIP 54227,,GJ 3643,2MASS J11054316+1014093,1,0,0,0,0,0,0,0,,0,,,,166.428223,,11h05m42.77s,10.237654,,+10d14m15.6s,242.01516,,59.918275,,0.09,19.65,1.94,-1.62,618.9,,-698.4,,12.37,0.01,Koen,2MASS,1.6,0.01,Koen,4.57,0.03,,K:,,,10.9,0.22,,0,0.02,0.23,V-K,3441,,V-K,,,,,,,,0.41,,Turnbull,0.37,,Turnbull,,,,,0.15,,7.4,,0,,33.02,,1,0,1,0,0,2,0,8.643,0.021,0,8.049,0.053,0,7.797,0.026,0,,,,,,,,,,,,,HIP 54227
HIP 54373,,,2MASS J11072772-1917293,1,0,0,0,0,0,0,0,,2,,,,166.866031,,11h07m27.85s,-19.291377,,-19d17m29.0s,271.651429,,37.185635,,0.03,18.69,0.58,-0.54,-232.9,,-46,,10.38,0,G,2MASS,1.43,0.01,G,3.76,0.02,,K5,MAINSEQ,K,9.02,0.07,,0,0.07,0.07,V-K,3848,,V-K,,,,,,,,0.57,,Turnbull,0.5,,Turnbull,,,,,0.26,,13.67,,0,,32.26,,1,0,1,0,0,2,0,7.449,0.02,0,6.853,0.065,0,6.62,0.02,0,6.515,0.075,0,6.401,0.024,0,6.428,0.017,0,6.259,0.058,0,HIP 54373
HIP 54810,HD 97503,GJ 418,2MASS J11131322+0428562,1,0,0,0,0,0,0,1,1,0,,,,168.305913,,11h13m13.42s,4.482424,,+04d28m56.7s,252.631214,,57.423156,,0.02,18.28,0.37,-0.36,-317.7,,-32.6,,8.64,0.01,Koen,2MASS,1.2,0.01,Koen,2.85,0.02,,K5V,MAINSEQ,K,7.33,0.06,,0,0.17,0.06,V-K,4459,,V-K,,,,,,,,0.69,,Turnbull,0.63,,Turnbull,,,,,0.41,,22.49,,0,,31.55,,1,0,1,0,0,2,1,6.553,0.023,0,5.925,0.038,0,5.853,0.018,0,,,,,,,,,,,,,HIP 54810
HIP 55066,,GJ 1144,2MASS J11162217-1441359,1,0,0,0,0,0,0,0,,0,,,,169.092714,,11h16m22.25s,-14.693083,,-14d41m35.1s,271.159027,,42.238599,,0.03,17.91,0.55,-0.52,-172.5,,-118.1,,9.98,0.01,Koen,2MASS,1.42,0.01,Koen,3.52,0.03,,K7V,MAINSEQ,K,8.71,0.07,,0,0.07,0.08,V-K,3990,,V-K,,,,,,,,0.56,,Turnbull,0.51,,Turnbull,,,,,0.27,,15.04,,0,,31.98,,1,0,1,0,0,2,0,7.281,0.021,0,6.651,0.033,0,6.456,0.026,0,,,,,,,,,,,,,HIP 55066
HIP 55119,,GJ 1145,2MASS J11170748-2748485,1,0,0,0,0,0,0,0,,0,,,,169.280716,,11h17m07.37s,-27.813347,,-27d48m48.0s,278.668148,,30.576735,,0.02,17.69,0.36,-0.35,205.3,,-75,,9.76,0.01,Koen,2MASS,1.41,0.01,Koen,3.59,0.02,,M0V,MAINSEQ,M,8.52,0.06,,0,0.09,0.07,V-K,3952,,V-K,,,,,,,,0.64,,Turnbull,0.54,,Turnbull,,,,,0.3,,16.86,,0,,31.97,,1,0,1,0,0,2,0,7.055,0.018,0,6.422,0.031,0,6.195,0.02,0,,,,,,,,,,,,,HIP 55119
HIP 56466,,GJ 3671,2MASS J11343803-2352146,1,0,0,0,0,0,0,0,,0,,,,173.659773,,11h34m38.35s,-23.870158,,-23d52m12.6s,281.185689,,35.737595,,0.04,17.74,0.74,-0.68,-605.7,,-296,,11.17,0.01,Koen,2MASS,1.52,0.01,Koen,3.9,0.03,,,MAINSEQ,M,9.92,0.09,,0,0.03,0.13,V-K,3767,,V-K,,,,,,,,0.42,,Turnbull,0.41,,Turnbull,,,,,0.18,,10.03,,0,,32.26,,1,0,1,0,0,2,0,8.086,0.029,0,7.48,0.04,0,7.256,0.029,0,,,,,,,,,,,,,HIP 56466
HIP 56829,HD 101206,GJ 3678,2MASS J11385970+4219438,1,0,0,0,0,0,0,0,,0,,,,174.749249,,11h38m59.82s,42.327746,,+42d19m39.9s,162.422027,,68.815789,,0.02,19.92,0.41,-0.39,-130.4,,436.4,,8.22,0.03,VT,2MASS,0.98,0.02,G,2.62,0.03,,K5V,MAINSEQ,K,6.73,0.07,,0,0.27,0.08,V-K,4637,,V-K,,,,,,,,0.81,,Turnbull,0.72,,Turnbull,,,,,0.52,,26.16,,0,,31.65,,1,0,1,0,0,2,0,6.213,0.021,0,5.731,0.045,0,5.598,0.022,0,,,,,,,,,,,,,HIP 56829
